final_test_suite_costs,final_failure_rates,average_total_run_time(ms),qpu_lower_bound(ms),qpu_upper_bound(),total_run_times(ms),total_run_times_std_dev
"[159150.0, 159150.0, 159150.0, 159150.0, 159150.0, 159150.0, 159150.0, 159150.0, 159150.0, 159150.0]","[5.31397533549276, 5.31397533549276, 5.31397533549276, 5.31397533549276, 5.31397533549276, 5.31397533549276, 5.31397533549276, 5.31397533549276, 5.31397533549276, 5.31397533549276]",2993842.7,2992463.3225000002,2995331.6025,"[2990860, 2994288, 2997282, 2996340, 2996866, 2994644, 2993881, 2991806, 2992986, 2989474]",2601.5293813874605
