final_test_suite_costs,final_failure_rates,average_qpu_access_time(ms),qpu_lower_bound(ms),qpu_upper_bound()
"[137482.119501753, 137482.119501753, 137482.119501753, 137482.119501753, 137482.119501753, 137482.119501753, 137482.119501753, 137482.119501753, 137482.119501753, 137482.119501753]","[3.9233987394094805, 3.9233987394094805, 3.9233987394094805, 3.9233987394094805, 3.9233987394094805, 3.9233987394094805, 3.9233987394094805, 3.9233987394094805, 3.9233987394094805, 3.9233987394094805]",85498.4,85497.2,85499.5
